0,1,2,3,4,5
2021-11-03 00:00:00,4589.68,4599.93,4571.67,4578.13,8506.3566
2021-11-03 00:15:00,4578.14,4586.74,4553.3,4556.87,6334.9358
2021-11-03 00:30:00,4556.87,4580.35,4556.83,4576.38,4768.9198
2021-11-03 00:45:00,4576.38,4636.99,4575.49,4632.35,15069.29787
2021-11-03 01:00:00,4632.4,4639.98,4621.41,4634.98,6633.8874
2021-11-03 01:15:00,4634.98,4635.0,4611.01,4616.48,6688.3321
2021-11-03 01:30:00,4616.47,4621.08,4603.09,4604.0,5092.84
2021-11-03 01:45:00,4604.0,4615.39,4598.0,4610.98,4313.212
2021-11-03 02:00:00,4610.97,4611.56,4575.43,4583.46,5753.9861
2021-11-03 02:15:00,4583.46,4588.16,4575.72,4580.89,3359.6535
2021-11-03 02:30:00,4580.89,4593.03,4579.71,4590.06,2465.4686
2021-11-03 02:45:00,4590.05,4600.0,4583.54,4598.73,3301.5434
2021-11-03 03:00:00,4598.74,4599.05,4581.96,4584.46,3184.0523
2021-11-03 03:15:00,4584.47,4590.0,4575.69,4588.53,2831.3361
2021-11-03 03:30:00,4588.52,4598.77,4578.31,4583.54,3283.9861
2021-11-03 03:45:00,4583.53,4590.03,4575.46,4588.75,2770.424
2021-11-03 04:00:00,4588.75,4590.83,4576.39,4576.43,3055.943
2021-11-03 04:15:00,4576.43,4580.45,4561.74,4569.69,3362.8939
2021-11-03 04:30:00,4569.69,4573.89,4548.55,4552.28,4431.5087
2021-11-03 04:45:00,4552.29,4557.16,4533.16,4537.51,6296.3257
2021-11-03 05:00:00,4537.56,4567.55,4535.36,4559.98,5617.3335
2021-11-03 05:15:00,4559.99,4566.97,4508.16,4555.16,7391.5864
2021-11-03 05:30:00,4555.43,4569.99,4554.41,4567.8,2687.1205
2021-11-03 05:45:00,4567.8,4573.28,4558.62,4559.36,2021.9109
2021-11-03 06:00:00,4559.36,4566.88,4548.18,4555.76,3677.8125
2021-11-03 06:15:00,4555.76,4563.59,4554.4,4557.56,2006.9992
2021-11-03 06:30:00,4557.55,4570.0,4556.02,4566.92,1950.4507
2021-11-03 06:45:00,4566.92,4568.59,4555.0,4555.34,1945.0116
2021-11-03 07:00:00,4555.34,4568.72,4550.96,4565.22,2250.0735
2021-11-03 07:15:00,4565.22,4594.31,4560.7,4587.98,4181.6789
2021-11-03 07:30:00,4587.98,4587.99,4573.75,4574.34,2223.5936
2021-11-03 07:45:00,4574.34,4615.84,4574.33,4610.62,7648.4016
2021-11-03 08:00:00,4610.62,4611.41,4594.13,4597.68,4184.2945
2021-11-03 08:15:00,4597.68,4598.12,4578.57,4584.18,3737.4182
2021-11-03 08:30:00,4584.17,4591.34,4576.7,4590.13,2434.5072
2021-11-03 08:45:00,4590.13,4592.77,4576.84,4581.38,2545.4302
2021-11-03 09:00:00,4581.39,4586.9,4572.9,4585.16,2310.5286
2021-11-03 09:15:00,4585.15,4620.45,4582.54,4607.23,4751.2236
2021-11-03 09:30:00,4607.24,4611.18,4597.08,4598.6,2709.1841
2021-11-03 09:45:00,4598.6,4603.79,4589.11,4594.49,3746.5139
2021-11-03 10:00:00,4594.48,4607.14,4590.18,4604.75,2561.2395
2021-11-03 10:15:00,4604.75,4607.68,4596.67,4598.35,2811.3673
2021-11-03 10:30:00,4598.36,4600.0,4574.12,4579.73,4861.1923
2021-11-03 10:45:00,4579.73,4582.88,4572.99,4575.91,3079.0348
2021-11-03 11:00:00,4575.91,4581.9,4550.77,4551.74,4784.4472
2021-11-03 11:15:00,4551.73,4570.0,4550.49,4560.46,4104.866
2021-11-03 11:30:00,4560.47,4579.38,4560.46,4573.24,2256.2408
2021-11-03 11:45:00,4573.25,4582.5,4570.53,4577.27,2166.9497
2021-11-03 12:00:00,4577.22,4579.7,4553.25,4553.45,3983.4322
2021-11-03 12:15:00,4553.46,4564.63,4540.0,4540.01,4603.7611
2021-11-03 12:30:00,4540.01,4552.59,4517.0,4528.66,7574.4265
2021-11-03 12:45:00,4528.65,4530.83,4496.13,4522.49,10223.6943
2021-11-03 13:00:00,4522.48,4553.82,4511.48,4539.37,6521.6097
2021-11-03 13:15:00,4539.36,4544.42,4517.55,4526.67,4127.5527
2021-11-03 13:30:00,4526.67,4534.35,4488.99,4495.1,7854.6979
2021-11-03 13:45:00,4495.1,4506.28,4476.41,4482.22,10880.4318
2021-11-03 14:00:00,4482.76,4496.09,4455.0,4494.11,10828.6227
2021-11-03 14:15:00,4494.1,4508.95,4489.11,4500.77,5825.922
2021-11-03 14:30:00,4500.76,4503.37,4489.11,4498.65,3002.9723
2021-11-03 14:45:00,4498.65,4520.08,4494.11,4511.62,4267.6634
2021-11-03 15:00:00,4511.61,4512.43,4495.87,4509.76,2733.3192
2021-11-03 15:15:00,4509.75,4534.95,4500.16,4530.24,4388.6783
2021-11-03 15:30:00,4530.25,4536.55,4516.66,4529.44,4190.2336
2021-11-03 15:45:00,4529.43,4547.45,4522.66,4545.68,3949.4248
2021-11-03 16:00:00,4545.67,4562.0,4539.01,4561.92,5568.6256
2021-11-03 16:15:00,4561.92,4561.92,4544.45,4545.35,2989.5583
2021-11-03 16:30:00,4545.35,4550.0,4523.29,4529.64,4131.5869
2021-11-03 16:45:00,4529.64,4532.2,4508.37,4523.03,3937.2961
2021-11-03 17:00:00,4523.03,4533.33,4517.67,4528.2,2025.6085
2021-11-03 17:15:00,4528.19,4562.28,4528.19,4556.43,4957.8372
2021-11-03 17:30:00,4556.43,4561.93,4546.77,4551.09,2432.4409
2021-11-03 17:45:00,4551.09,4554.9,4535.71,4549.26,2193.9989
2021-11-03 18:00:00,4549.25,4588.88,4500.0,4585.0,20269.7805
2021-11-03 18:15:00,4585.0,4599.0,4574.44,4576.02,7345.7172
2021-11-03 18:30:00,4576.02,4623.9,4575.26,4622.0,8272.4383
2021-11-03 18:45:00,4621.99,4659.98,4615.27,4653.36,17782.11359
2021-11-03 19:00:00,4653.36,4665.87,4635.58,4638.63,9638.01039
2021-11-03 19:15:00,4638.64,4639.04,4615.0,4624.39,7616.6892
2021-11-03 19:30:00,4624.39,4632.03,4618.2,4629.99,3109.601
